Тайтл,Общее время (ч.),Количество просмотров,Количество платных просмотров,Среднее время (сек),Binge-Watch Rate,Средняя глубина просмотра тайтла (%),Источник: Главная (%),Источник: Пуш (%),Источник: Список эпизодов (%),Источник: Следующий эпизод (%),Источник: Диплинк (%),Источник: Лента (%),Источник: История (%),Источник: Поиск (%),Источник: Жанр (%),Источник: Избранное (%),Источник: Карусель (%),Источник: Внутри подборки (%),Источник: Каталог (%),Источник: Предыдущий эпизод (%),Retention 3 (%),Retention 5 (%),Retention 10 (%),Retention 15 (%),Источник: Подборка (%),Retention 30 (%),Источник: Внутри карусели (%)
Love Me or I Die,7.805555555555555,982,4,28.615071283095723,4.25,1.479331994739685,0.20366598778004075,0.3054989816700611,2.6476578411405294,49.490835030549896,3.258655804480652,31.670061099796335,0.0,1.3238289205702647,0.0,0.814663951120163,0.0,0.0,7.535641547861507,2.443991853360489,74.54175152749491,63.03462321792261,45.926680244399186,41.75152749490835,0.0,33.29938900203666,0.0
Married to My Brother’s Ex,7.721111111111111,1075,3,25.856744186046512,3.40625,1.0412171557345609,0.27906976744186046,0.5581395348837209,0.6511627906976745,44.93023255813954,6.883720930232558,31.813953488372093,0.18604651162790697,0.9302325581395349,0.0,0.09302325581395349,0.0,0.0,8.465116279069768,2.883720930232558,75.06976744186046,63.53488372093023,49.02325581395349,40.093023255813954,0.0,31.069767441860463,0.0
The Perfect Husband,7.492222222222222,723,8,37.30567081604426,2.0714285714285716,1.1514489165144037,0.13831258644536654,0.6915629322268326,0.5532503457814661,30.843706777316736,3.319502074688797,47.302904564315355,0.13831258644536654,2.074688796680498,0.0,0.13831258644536654,0.0,0.0,8.298755186721992,2.7662517289073305,79.11479944674966,69.57123098201936,57.53803596127248,46.47302904564315,0.0,34.57814661134163,0.0
Лунный камень,7.403888888888889,894,9,29.814317673378078,2.4,1.7260438083828458,0.44742729306487694,0.0,1.0067114093959733,32.66219239373602,0.0,32.10290827740492,0.11185682326621924,1.9015659955257271,2.1252796420581657,0.0,0.0,2.9082774049217,12.527964205816556,2.684563758389262,75.6152125279642,60.40268456375839,42.50559284116331,34.675615212527966,10.850111856823267,25.950782997762865,0.0
Undercovered Heart,7.185833333333333,932,9,27.756437768240342,3.48,1.1161496310997971,0.7510729613733905,0.5364806866952789,3.004291845493562,39.91416309012875,4.184549356223176,33.58369098712446,0.1072961373390558,1.0729613733905579,0.0,0.3218884120171674,0.0,0.0,12.231759656652361,2.2532188841201717,74.78540772532189,62.76824034334764,47.63948497854077,42.27467811158798,0.0,30.257510729613735,0.0
Duty Or Desire,7.135277777777778,912,10,28.165570175438596,2.75,1.1359942614312546,0.6578947368421053,0.32894736842105265,0.8771929824561403,46.49122807017544,4.057017543859649,31.469298245614034,0.10964912280701754,3.7280701754385963,0.0,0.10964912280701754,0.0,0.0,10.855263157894736,1.3157894736842106,73.35526315789474,60.6359649122807,45.175438596491226,39.14473684210526,0.0,29.05701754385965,0.0
The Inheritance Game,7.048055555555556,906,2,28.00551876379691,4.851851851851852,1.1848198488260837,0.5518763796909493,0.44150110375275936,7.28476821192053,31.788079470198674,3.642384105960265,34.326710816777044,0.44150110375275936,2.869757174392936,0.0,6.070640176600442,0.0,0.0,6.622516556291391,3.4216335540838854,68.10154525386314,53.42163355408388,42.05298013245033,34.65783664459161,0.0,27.924944812362032,0.0
Destined To Be,6.841111111111111,761,3,32.36268068331143,5.269230769230769,1.0114002234049544,0.2628120893561104,0.2628120893561104,1.971090670170828,39.55321944809461,3.2851511169513796,36.399474375821285,0.0,1.1826544021024967,0.0,0.7884362680683311,0.0,0.0,9.592641261498029,3.679369250985545,74.24441524310119,59.78975032851511,41.26149802890933,36.530880420499344,0.657030223390276,31.406044678055192,0.0
I Think My Wife Wants To Kill Me S2,6.777222222222222,920,13,26.519565217391303,3.1666666666666665,1.0068072350806998,1.3043478260869565,0.0,0.8695652173913043,38.91304347826087,0.0,38.15217391304348,0.43478260869565216,3.0434782608695654,0.0,0.0,0.0,1.1956521739130435,9.891304347826088,1.0869565217391304,72.71739130434783,55.869565217391305,41.84782608695652,36.52173913043478,5.108695652173913,30.76086956521739,0.0
The Pendleton Secret,6.277222222222222,786,8,28.75063613231552,1.7777777777777777,1.0638488184112977,0.3816793893129771,0.5089058524173028,1.6539440203562341,25.826972010178118,0.0,42.36641221374046,0.8905852417302799,0.5089058524173028,0.0,10.94147582697201,0.0,0.0,5.089058524173028,1.3994910941475827,67.55725190839695,48.218829516539444,36.1323155216285,33.07888040712468,0.0,28.244274809160306,0.0
I'm Obsessed with My Boss Part 1,6.236944444444444,970,0,23.147422680412372,2.4935064935064934,1.0855166465546582,0.20618556701030927,0.10309278350515463,0.7216494845360825,42.371134020618555,3.711340206185567,34.5360824742268,0.20618556701030927,1.134020618556701,0.0,0.10309278350515463,0.0,0.0,10.618556701030927,2.6804123711340204,71.85567010309278,59.896907216494846,45.05154639175258,38.76288659793814,0.0,32.371134020618555,0.0
Twist of Time,6.054166666666666,730,6,29.856164383561644,3.0,0.939021952303975,0.273972602739726,0.410958904109589,0.958904109589041,34.52054794520548,3.835616438356164,46.16438356164384,0.136986301369863,0.684931506849315,0.0,0.0,0.0,0.0,9.863013698630137,1.36986301369863,66.84931506849315,56.43835616438356,42.602739726027394,34.794520547945204,0.0,26.986301369863014,0.0
School Hall,5.771388888888889,1032,3,20.132751937984494,2.353846153846154,1.0839465106281745,0.1937984496124031,0.5813953488372093,2.131782945736434,33.81782945736434,3.10077519379845,30.910852713178294,0.5813953488372093,4.3604651162790695,0.0,3.003875968992248,0.0,0.0,15.794573643410853,2.4224806201550386,71.12403100775194,58.333333333333336,38.95348837209303,31.2984496124031,0.09689922480620156,24.8062015503876,0.0
The Escaping Mistress,5.377777777777778,821,6,23.580998781973204,3.7142857142857144,0.8846395322377085,0.48721071863581,0.0,0.97442143727162,41.04750304506699,0.0,40.56029232643118,0.243605359317905,2.0706455542021924,0.0,0.0,0.0,0.0,11.936662606577345,0.97442143727162,67.72228989037758,54.56760048721072,41.90012180267966,34.835566382460414,0.0,26.30937880633374,0.0
Do Not Deceive Me,5.245555555555556,786,5,24.025445292620866,3.1515151515151514,1.030066329202304,0.5089058524173028,0.6361323155216285,0.7633587786259542,30.40712468193384,3.435114503816794,38.93129770992366,0.3816793893129771,0.7633587786259542,0.0,15.776081424936386,0.0,0.0,4.707379134860051,1.7811704834605597,58.01526717557252,47.45547073791349,37.913486005089055,34.35114503816794,0.0,29.134860050890584,0.0
Honey Gold,5.09,765,4,23.95294117647059,2.6216216216216215,0.8684014475253119,0.13071895424836602,0.5228758169934641,1.1764705882352942,33.59477124183007,3.6601307189542482,43.39869281045752,0.0,1.8300653594771241,0.0,0.0,0.0,0.0,11.241830065359476,1.8300653594771241,71.50326797385621,56.60130718954248,42.091503267973856,36.209150326797385,0.0,29.80392156862745,0.0
My celebrity boyfriend killed me,5.055555555555555,789,1,23.067173637515843,2.577777777777778,0.9706273239058042,0.2534854245880862,0.38022813688212925,3.929024081115336,29.53105196451204,2.915082382762991,40.43092522179975,0.1267427122940431,2.534854245880862,0.0,4.689480354879595,0.0,0.0,8.491761723700888,4.689480354879595,72.24334600760456,53.865652724968314,36.12167300380228,28.64385297845374,0.0,21.546261089987325,0.0
An Affair with My Boss,5.045277777777778,849,2,21.393404004711424,5.84,0.9356660677194949,0.5889281507656066,0.23557126030624265,1.1778563015312131,32.6266195524146,0.0,41.342756183745585,0.11778563015312132,1.0600706713780919,0.0,0.11778563015312132,0.0,0.0,8.362779740871614,5.6537102473498235,61.60188457008245,49.705535924617195,36.042402826855124,31.684334511189636,0.0,25.91283863368669,0.0
Killer Romance,4.845555555555555,758,5,23.013192612137203,2.4,0.876553402473384,0.39577836411609496,0.13192612137203166,0.7915567282321899,32.05804749340369,3.1662269129287597,44.9868073878628,0.6596306068601583,1.187335092348285,0.0,0.13192612137203166,0.0,0.0,14.511873350923484,1.3192612137203166,71.89973614775725,62.13720316622691,47.75725593667546,38.39050131926121,0.0,24.934036939313984,0.0
I'm Obsessed with My Boss Part 2,4.791111111111111,835,2,20.6562874251497,3.176470588235294,0.7932777437944689,0.0,0.0,1.0778443113772456,34.97005988023952,0.0,37.84431137724551,0.11976047904191617,3.1137724550898205,0.0,0.0,0.0,0.0,21.077844311377245,1.7964071856287425,67.30538922155688,49.82035928143713,31.736526946107784,25.748502994011975,0.0,20.838323353293415,0.0
Billionaire Daughter's Love Triangle,4.7775,768,9,22.39453125,1.4814814814814814,0.7951382788878513,0.0,0.5208333333333334,0.9114583333333334,35.9375,4.036458333333333,41.276041666666664,0.0,2.0833333333333335,0.0,0.0,0.0,0.0,10.286458333333334,3.125,72.39583333333333,53.385416666666664,37.630208333333336,32.161458333333336,0.0,21.875,0.0
The Unforgettable Love,4.7475,739,6,23.12719891745602,3.142857142857143,0.5864326837658922,0.2706359945872801,0.8119079837618404,1.6238159675236807,28.687415426251693,6.089309878213802,51.15020297699594,0.2706359945872801,1.2178619756427604,0.0,0.13531799729364005,0.0,0.0,8.119079837618404,1.4884979702300405,66.71177266576454,47.767253044654936,31.39377537212449,25.981055480378892,0.0,19.756427604871448,0.0
изи тест,4.301388888888889,290,0,53.39655172413793,1.4444444444444444,9.422022646928182,0.0,0.0,14.137931034482758,3.4482758620689653,0.3448275862068966,0.0,10.0,34.827586206896555,0.6896551724137931,2.7586206896551726,0.0,11.03448275862069,0.6896551724137931,0.0,55.51724137931034,34.827586206896555,18.96551724137931,14.827586206896552,0.0,11.379310344827585,0.0
In Love with His Godfather's Daughter,4.271388888888889,580,0,26.51206896551724,4.3125,0.7956556384597074,0.1724137931034483,0.3448275862068966,1.206896551724138,21.724137931034484,0.0,56.55172413793103,0.1724137931034483,3.6206896551724137,0.0,0.0,0.0,0.0,11.89655172413793,4.310344827586207,73.62068965517241,47.58620689655172,32.58620689655172,26.03448275862069,0.0,20.517241379310345,0.0
Любви не бывает,4.224722222222222,416,0,36.56009615384615,3.5,14.020871360879106,0.0,0.0,3.125,31.25,0.0,44.95192307692308,0.4807692307692308,6.490384615384615,0.0,0.0,0.0,0.0,8.653846153846153,4.326923076923077,76.92307692307692,61.05769230769231,46.39423076923077,41.10576923076923,0.0,35.33653846153846,0.0
Why I Did It,3.8305555555555557,598,6,23.06020066889632,2.1153846153846154,0.7564064167837752,1.0033444816053512,0.5016722408026756,0.8361204013377926,29.598662207357858,5.351170568561873,53.67892976588629,0.0,0.6688963210702341,0.0,0.0,0.0,0.0,8.193979933110368,0.16722408026755853,73.07692307692308,61.20401337792642,38.79598662207358,30.93645484949833,0.0,22.74247491638796,0.0
On One Condition,3.7397222222222224,649,2,20.7442218798151,4.444444444444445,0.601072402816285,0.3081664098613251,0.7704160246533128,0.7704160246533128,30.970724191063173,5.3929121725731894,46.37904468412943,0.0,0.4622496147919877,0.0,0.0,0.0,0.0,11.864406779661017,2.9275808936825887,65.0231124807396,50.23112480739599,32.665639445300464,27.272727272727273,0.0,22.033898305084747,0.0
The Winter Veil,3.6572222222222224,571,5,23.057793345008758,3.0,0.7650425637002818,0.17513134851138354,0.17513134851138354,0.8756567425569177,28.19614711033275,0.17513134851138354,52.01401050788091,0.0,1.5761821366024518,0.0,0.0,0.0,0.0,16.637478108581437,0.17513134851138354,59.36952714535902,50.08756567425569,39.229422066549915,32.9246935201401,0.0,24.34325744308231,0.0
Camouflage,3.4355555555555557,751,10,16.468708388814914,3.4,0.6382739355306168,0.6657789613848203,0.0,4.394141145139813,21.03861517976032,0.0,49.00133155792277,3.4620505992010653,2.130492676431425,0.0,0.13315579227696406,0.0,0.0,12.117177097203728,3.195739014647137,73.36884154460719,58.45539280958722,36.21837549933422,29.027962716378163,0.0,17.976031957390145,0.0
Billionaire’s Betrayal,3.3986111111111112,695,1,17.60431654676259,2.4166666666666665,0.5255805441981664,0.14388489208633093,0.8633093525179856,1.7266187050359711,25.611510791366907,5.755395683453237,44.172661870503596,0.4316546762589928,1.0071942446043165,0.0,0.4316546762589928,0.0,0.0,9.784172661870503,3.0215827338129495,64.02877697841727,46.18705035971223,31.654676258992804,25.611510791366907,0.0,17.26618705035971,0.0
A Love Once Betrayed,3.281388888888889,548,2,21.556569343065693,2.5555555555555554,0.7128095121723101,0.9124087591240876,1.2773722627737227,0.5474452554744526,26.094890510948904,5.291970802919708,53.832116788321166,0.0,2.0072992700729926,0.0,0.18248175182481752,0.0,0.0,6.751824817518248,0.7299270072992701,65.14598540145985,52.00729927007299,33.21167883211679,29.014598540145986,0.0,22.445255474452555,0.0
Collateral Hearts,3.140833333333333,650,3,17.395384615384614,1.565217391304348,0.5173350951490283,0.6153846153846154,0.6153846153846154,1.0769230769230769,19.076923076923077,5.230769230769231,54.30769230769231,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,14.307692307692308,1.0769230769230769,64.15384615384616,44.30769230769231,31.846153846153847,26.615384615384617,0.0,18.307692307692307,0.0
Tangled in Desire,3.020277777777778,643,4,16.909797822706064,4.333333333333333,0.4850475277877407,0.0,0.0,1.8662519440124417,25.972006220839813,0.0,56.60964230171073,0.0,1.088646967340591,0.0,0.6220839813374806,0.0,0.0,9.64230171073095,2.021772939346812,58.164852255054434,41.524105754276825,26.749611197511665,20.839813374805598,0.0,16.951788491446344,0.0
Mysterious Murderer,2.841388888888889,599,7,17.07679465776294,1.5555555555555556,0.6812021763307384,1.1686143572621035,0.8347245409015025,1.1686143572621035,23.03839732888147,0.0,51.75292153589316,0.333889816360601,1.8363939899833055,0.0,0.0,0.0,0.0,15.025041736227045,2.003338898163606,70.61769616026712,52.42070116861436,34.72454090150251,29.54924874791319,1.5025041736227045,17.02838063439065,0.0
Lost and Found,2.769722222222222,530,3,18.81320754716981,5.0,0.5647576713247422,0.18867924528301888,0.18867924528301888,1.6981132075471699,22.830188679245282,0.0,59.81132075471698,0.18867924528301888,0.5660377358490566,0.0,0.0,0.0,0.0,7.9245283018867925,2.641509433962264,52.83018867924528,37.16981132075472,27.358490566037737,24.339622641509433,0.0,19.433962264150942,0.0
The Billionaire’s Lost Love,2.737222222222222,535,3,18.418691588785048,4.3,0.5932677893038405,0.18691588785046728,0.7476635514018691,2.2429906542056073,21.869158878504674,0.0,62.61682242990654,0.7476635514018691,2.05607476635514,0.0,0.37383177570093457,0.0,0.0,6.91588785046729,1.8691588785046729,63.36448598130841,49.532710280373834,28.785046728971963,24.299065420560748,0.0,18.69158878504673,0.0
Bodyguard of her love,2.1455555555555557,205,0,37.678048780487806,4.285714285714286,26.68417052442479,0.0,0.0,0.0,58.048780487804876,0.975609756097561,20.975609756097562,0.0,1.4634146341463414,0.0,0.0,7.317073170731708,0.975609756097561,0.0,4.390243902439025,78.53658536585365,69.26829268292683,63.90243902439025,58.53658536585366,3.902439024390244,54.146341463414636,0.0
The Missing Piece,2.128888888888889,551,1,13.909255898366606,1.4516129032258065,0.5080984825331202,0.18148820326678766,0.7259528130671506,1.4519056261343013,21.05263157894737,6.170598911070781,56.80580762250454,0.7259528130671506,1.0889292196007259,0.0,0.3629764065335753,0.0,0.0,7.078039927404719,2.540834845735027,68.42105263157895,46.46098003629764,29.58257713248639,21.77858439201452,0.0,16.1524500907441,0.0
Two Worlds Apart,2.0213888888888887,499,1,14.58316633266533,2.5294117647058822,0.3695596973236504,0.40080160320641284,1.2024048096192386,1.002004008016032,16.83366733466934,5.210420841683367,62.124248496993985,0.20040080160320642,0.20040080160320642,0.0,0.0,0.0,0.0,11.823647294589179,0.6012024048096193,60.32064128256513,42.88577154308617,29.458917835671343,22.645290581162325,0.0,14.629258517034069,0.0
Love’s Perfect Crime,1.8522222222222222,465,0,14.33978494623656,2.4,0.2820421066701182,0.43010752688172044,0.0,2.5806451612903225,12.043010752688172,0.8602150537634409,70.53763440860214,0.0,0.8602150537634409,0.0,0.0,0.0,0.0,9.89247311827957,1.7204301075268817,65.16129032258064,43.87096774193548,24.731182795698924,18.06451612903226,0.0,10.96774193548387,0.0
Under Her Control,1.5563888888888888,469,2,11.946695095948828,2.6666666666666665,0.38711968582712203,1.279317697228145,0.6396588486140725,0.6396588486140725,20.042643923240938,0.0,64.39232409381663,0.42643923240938164,2.1321961620469083,0.0,0.0,0.0,0.0,6.823027718550106,2.771855010660981,54.15778251599147,34.54157782515991,20.895522388059703,17.057569296375267,0.0,11.940298507462687,0.0
Taming Mr. Champion,1.3133333333333332,64,0,73.875,25.5,11.001489203276247,0.0,0.0,7.8125,71.875,0.0,4.6875,0.0,4.6875,0.0,0.0,0.0,0.0,7.8125,0.0,92.1875,87.5,84.375,82.8125,0.0,81.25,0.0
Love Lies and Bloodline,1.2772222222222223,445,0,10.332584269662922,2.888888888888889,0.288964303670186,0.2247191011235955,0.0,1.348314606741573,14.831460674157304,1.797752808988764,65.61797752808988,0.0,0.898876404494382,0.0,0.0,0.0,0.0,9.438202247191011,3.595505617977528,51.68539325842696,33.03370786516854,18.202247191011235,13.258426966292134,0.0,8.764044943820224,0.0
Uncle I love you,0.5402777777777777,37,0,52.567567567567565,2.8333333333333335,4.669195314000384,0.0,0.0,8.108108108108109,48.648648648648646,0.0,8.108108108108109,2.7027027027027026,10.81081081081081,0.0,0.0,0.0,0.0,10.81081081081081,2.7027027027027026,86.48648648648648,78.37837837837837,72.97297297297297,70.27027027027027,0.0,64.86486486486487,0.0
Treasure Appraisal: The Hidden Game,0.18472222222222223,34,0,19.558823529411764,1.5,0.808707284446066,0.0,0.0,5.882352941176471,29.41176470588235,0.0,0.0,0.0,20.58823529411765,0.0,0.0,0.0,0.0,32.35294117647059,11.764705882352942,79.41176470588235,50.0,32.35294117647059,20.58823529411765,0.0,17.647058823529413,0.0
Destined Love: Marry Me Again,0.1272222222222222,14,0,32.714285714285715,,1.5194744874261827,0.0,0.0,0.0,0.0,0.0,85.71428571428571,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,50.0,35.714285714285715,14.285714285714286,7.142857142857143,0.0,7.142857142857143,0.0
Dragon Firefighter and His Love,0.10277777777777777,18,0,20.555555555555557,1.0,2.021857923497268,0.0,0.0,5.555555555555555,16.666666666666668,0.0,22.22222222222222,0.0,38.888888888888886,0.0,0.0,0.0,0.0,0.0,11.11111111111111,83.33333333333333,66.66666666666667,50.0,44.44444444444444,0.0,27.77777777777778,0.0
Cleopatra 2 audio,0.06333333333333334,42,0,5.428571428571429,,8.225108225108226,0.0,0.0,14.285714285714286,33.333333333333336,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,4.761904761904762,11.904761904761905,45.23809523809524,26.19047619047619,7.142857142857143,7.142857142857143,0.0,4.761904761904762,0.0
Return to the secret heiress,0.04388888888888889,9,0,17.555555555555557,,0.7754220651747153,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,44.44444444444444,0.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,77.77777777777777,55.55555555555556,44.44444444444444,33.333333333333336,0.0,33.333333333333336,0.0
test,0.0019444444444444444,1,0,7.0,,1.4198782961460445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
